Nom de l'objet,Programme,Adresse 1,Adresse 2,Adresse 3,Numéro postal,Localité,Canton - Département,Pays,Date de début de l'objet,Date de fin de l'objet,Concours ouvert à,Notes de l'objet,Auteurs,Rôle de l'auteur,Dossiers reliés,Pièces reliées
"Concours pour le Kiosque des Tramways, sur la Place St-François, à Lausanne, projet AL.","Transport, communication, génie civil","St-François, pl",,,,Lausanne,,Vaud,1903,,Autre,"Les architectes Monod & Laverrière reçoivent une mention pour leur projet ""Sic"". BTSR 1903 p.60. Publié in: Moderne Bauformen","Monod, Eugène &;Laverrière, Alphonse &",Architecte;Architecte,,
"Concours pour le Musée des Beaux-Arts de Zürich, jugement",,,,,,Zürich,,Zurich,1903,5.1903,,"57 projets reçus, 9 retenus au dernier tour éliminatoire. 1e prix: 2'500.-   Deux 2e prix: 2'000.-  Deux 3e prix: 1'000.-  6 mentions honorables dont le projet ""7""(auteur inconnu). Dans le BTSR 1903, p.200, publication des plans de Brémond à titre comparatif, réflexion critique sur l'ouverture ""au goût et aux conceptions architecturales étrangères"". ","Paulsen, Friedrich;Kunkler, Julius;Fritschi, J.-E;Heman, Erwin;Haller, J;Ulrich, Paul;Lüthy, Hermann;Kaiser, Sepp.;Hess, Edouard;Rütschi, Rudolf;Brémond, Aloys","2e prix;Juré;2e prix ex aequo;2e prix ex aequo;1er  prix;Juré, président;2e prix;Mention honorable;Achat;Mention honorable;Juré, secrétaire",,
Concours pour le monument Philibert Berthelier,,,,,,Genève,,Suisse,1903,1903,,Baud-Bovy est secrétaire et auteur du rapport (non publié dans le BTSR).,"Lugeon, Raphaël;Bouvier, Paul;Jeanneret, G;Dunki, Louis;Lachenal, A;Baud-Bovy","Juré;2e prix ex aequo;Juré;Juré;Juré, président;Juré, secrétaire",,
"Concours pour la Banque populaire tessinoise, à Bellinzone, jugement",,,,,,Bellinzona,,Suisse,1904,,,"1er prix 1'000.-, deux 2e prix 500.-","Huber, Arnold;Brugger, Ch;Fritschi, J.-E",1er  prix;2e prix ex aequo;2e prix ex aequo,,
"Concours pour la construction de maisons ouvrières à Genève, jugement",,"Grottes, rue des",,,,Genève,,Genève,1904,,,Aucun premier prix décerné (pas de projet recommandable pour l'exécution; les projets comportent des bâtiments contigus et alignés sur rue; le principe de bâtiments plus petits en ordre dispersé est évoqué par le BTSR). Le Conseil administratif a décidé de ne pas rendre public le rapport du jury.,"Barde, Charles;Fulpius, Léon &;Fulpius, Frantz &;Bizot, Charles;Morsier de frères, F. & H. &;Weibel, Charles &",2e prix;2e prix ex aequo;2e prix ex aequo;3e prix ex aequo;3e prix ex aequo;3e prix ex aequo,,
"Concours pour le monument Philibert Berthelier, seconde épreuve, jugement",,,,,,Genève,,Suisse,1904,31.12.1904,,"Le rendu de la seconde épreuve est indiqué par le BTSR 10.2.1904 ""dans un délai de six mois"". Rapport du jury BTSR 1905, p.63.  Apparition de Mlle. C. Roch qui se cachait sous le pseudonyme Pierre Geoffroy. A. Regazzoni sera chargé de l'exécution, prime de 2'500.- à Vibert et de 2'000.- à Roch et Leclerc.","Vibert, James;Roch, C +;Geoffroy, Pierre +;Leclerc, Antoine +;Regazzoni, Ampellio",Juré;Primé;Primé;5e prix;Classé 1er,,
"Concours pour un bâtiment d'école à Herisau, jugement",,,,,,Herisau,,Suisse,1904,25.08.1904,,150 projets reçus. Montant total des prix 3'000.-  1er prix: 1'000.-; 2e prix: 800.-; Deux 3e prix: 600.- Date de publication du BTSR,"Pfister, Werner &;Pfister, Otto &;Kehrer, J;Prince, Ernest &;Béguin, Jean &;Schneider, Gottfried;Metzger, Johannes",2e prix;1er rang;1er  prix;2e prix ex aequo;2e prix ex aequo;3e prix ex aequo;2e prix,,
"Concours pour un élévateur de bateaux sur le canal du Danube à l'Oder, à Aujzed, près Perau, en Moravie, jugement",,,,,,Prerau,,,1904,29.10.1904,,"230 projets présentés. Un seul1er prix: 100'000 couronnes. Un seul 2e prix: 75'000 couronnes. Le 3e prix de 50'000 couronnes n'a pas été distribué. Pour les huit mentions honorables, dont deux françaises, voir BTSR 1904, p.404","Umlauf, A +;Ritter von Doderer, Wilhelm +;Augsburg, Vereinigte Maschinen;Andritz, Maschinenfabrik, AG;Nürnberg, Maschinenbau Gesell.;Siemens, Oesterr. Schuckertwer;Ritter von Stockert, Ludwig +;Ringhoffer, Fabriken;Ruston & C°, Maschinenbau AG;Breitfeld, Dank & C° Maschinen;Erste böhm.-mähr. Maschinenfabr;Skodawerke, AG","2e prix;2e prix;2e prix;2e prix;2e prix;2e prix, 1er  prix;2e prix;1er  prix;1er  prix;1er  prix;1er  prix;1er  prix",,
"Concours pour une école, à Malleray",Enseignement et recherche,,,,,Malleray,,,1904,,,,,,0148.04.0062,
"Concours pour des Maisons ouvrières, à Lausanne",Habitation plurifamiliale,,,,,Lausanne,,Suisse,1905,10.03.1906,,"""Sur le terrain de la Borde"". Ouvert par la Société ""La Maison ouvrière"" dont André Schnetzler est président (les quatre autres jurés étant membres du conseil d'administration)","Epitaux, Georges;van Muyden, Théophile;Schnetzler, André;Meyer, Henri;Heydel, Alfred","Juré;Juré;Juré;Juré, président;1er  prix",,
"Concours pour des Maisons ouvrières, à Lausanne",,,,,,Lausanne,,Suisse,1905,10.03.1906,,"""Sur le terrain de la Borde"". Ouvert par la Société ""La Maison ouvrière"" dont André Schnetzler est président (les quatre autres jurés étant membres du conseil d'administration)","van Muyden, Théophile;Heydel, Alfred;Meyer, Henri;Schnetzler, André;Epitaux, Georges","Juré;1er  prix;Juré, président;Juré, président;Juré",,
"Concours pour l'Etablissement de bains sulfureux de Lauenen, jugement",,,,,,Lauenen,,Suisse,1905,10.07.1905,,21 projets reçus. Deux 1er prix 1'100.-; 2e prix 800.- Pas d'indication du jury dans le BTSR,"Kuentz;Heer, Ad;Huber, Arnold",2e prix;1er prix ex aequo;1er  prix,,
Concours pour la nouvelle usine transformatrice et thermique des Eplatures,,,,,,La Chaux-de-Fonds,,Suisse,1905,1905,,Pas d'indication d'ouverture dans le BTSR,"Rochedieu, Edouard;Piquet, Edouard-Eugène;Isoz, Francis",Juré;Juré;Juré,,
"Concours pour le pont de Chancy (Genève), jugement",,,,,,Chancy,,Suisse,1905,,,Pas d'indication BTSR de date du jury ou d'identité des quatre autres participants au concours. On peut supposer que Conrad Zschokke a concourru; il est chargé de la construction des fondations et maçonneries des piles et culée.,"Zschokke, Conradin;Vallette &;Wartmann &",Concurrent probable;Chargé de l'exécut.;4e prix,,
"Concours pour des Maisons ouvrières, à Lausanne, jugement",,,,,,Lausanne,,Suisse,1906,,,6 projets présentés,"Laverrière, Alphonse &;Regamey, Jaques;Monod, Eugène &",Architecte;;Architecte,,
"Concours pour des Maisons ouvrières, à Lausanne, jugement",Habitation plurifamiliale,,,,,Lausanne,,Suisse,1906,,,6 projets présentés,"Monod, Eugène &;Laverrière, Alphonse &;Regamey, Jaques",Architecte;Architecte;1er  prix,,
"Concours pour l'étude d'un Casino à élever sur la propriété Matthey, place Montbenon",Culture et vie sociale,"Montbenon, place",,,,Lausanne,,Vaud,1906,1906,,"Pas d'indication d'ouverture du concours dans le BTSR, la première trace retrouvée étant le rapport du jury. Concours restreint?","Bron, Eugène;van Muyden, Théophile;Bezencenet, Louis",Assiste au jury;Juré;Juré,,
"Concours pour le Palais de la Paix, à La Haye, jugement",,,,,,Den Haag,,,1906,25.05.1906,,217 projets examinés.  1er prix 12'000 fl.  2e prix 9'000 fl.  3e prix 7'000 fl.  4e prix 5'000 fl.  Deux 5e prix 3'000 fl.,"Marcel, A;Wendt, Franz;Wagner, Otto;Cordonnier, L.-M;Howard +;Olin, H.-S +;Greenleg +;Schwechten, Franz",2e prix;3e prix;4e prix;1er  prix;5e prix ex aequo;5e prix ex aequo;5e prix ex aequo;5e prix ex aequo,,
"Concours pour le pont sur la Singine, à Guggersbach",,"Guggersbach, au",,,,Plaffeien,,Fribourg,1906,1906,,"Article d'Amédée Gremaud dans le BTSR 1908 p.109 et de J. Bolliger dans la SBZ du 29.2.1908 p.107. Ouverture du concours en 1905 ou 1906. Le pont relie les villages de Plaffeien (Planfayon), canton de Fribourg et Guggisberg, canton de Berne. Concours ouvert par les deux cantons (l'administration bernoise avait auparavant proposé un pont couvert en bois). Plusieurs projets en bois, fer, béton et béton armé. ""On écarta les projets en béton armé qui ne remplissaient pas les conditions du concours et on ne retint que les projets en béton de MM. Maillard (sic) & Cie, à Zürich, et  Gribi, Hassler & Cie, à Berthoud. Les derniers ayant présenté une soumission dont le sommaire était inférieur à celui de l'autre concurrent, le pont leur fut adjugé pour le prix à forfait de 47'000.-""(BTSR). Gribi, Hassler & Cie (travaux conduits par l'ingénieur G. Erlach à Berne) sont en fait les exécutants du projet de J. Jaeger & Cie (SBZ). Début des travaux le 28 mai 1906, achèvement le 13 octobre 1907, dépose du cintre le 15 décembre","Maillart & Cie;Jaeger, J. & Cie;Gribi, Hassler & Cie",Concurrent;Auteurs du projet re;Chargé de l'exécut.,,
"Concours pour un Hôtel de la Caisse d'Epargne de Neuchâtel, à La Chaux-de-Fonds",,,,,,La Chaux-de-Fonds,,Suisse,1906,1906,A.neuchâtelois ou do,"Ouvert par la Direction de la Caisse d'Epargne de Neuchâtel. Pas d'annonce d'ouverture, ni de date de rendu dans le BTSR. Ouvert uniquement aux architectes neuchâtelois ou domiciliés dans le canton. Le jury mettra hors concours, avec récompense, une équipe pour ce motif","Fischer , Henri-B de;Coulon, Maurice de ;Perregaux, Samuel de;Isoz, Francis;Perrier, Louis",Juré;Juré;Juré;Juré;Juré,,
Concours pour la Banque Nationale Suisse à Berne,Administration,Bundesplatz,,,,Berne,Berne,Suisse,1907,1907,,"Titre original : Wettbewerb für die Schweizerische National Bank in Bern;;[INSA];Le concours fut organisé à la demande du département de l'intérieur;Premier : Eduard Joos;Deuxième : Bracher, Widmer & Daxelhoffer;Troisième : Marc Camoletti;;Devise : Sonnenschein;;Le projet est d'une inspiration néo-florentine et française. Grand quadrilatère entre 4 rues avec une cour intérieure accessible par passage transversal. Hall décoré surmonté d'une vaste verrière.",[Morsier de & Weibel],Architecte,0164.04.0008,
"Concours (quatrième) de façades, à Genève",,,,,,Genève,,Suisse,1907,,,"BTSR 1908 p.136, 132-135 (très bref memento et 7 photos d'objets primés). Ouvert par l'Association des Intérêts de Genève. ","Brocher, Gustave;Prince, Ernest;Roux, G;Dériaz, Gédéon;Fatio, Edmond;Camoletti, Marc;Laverrière, Alphonse",Juré;Juré;Juré;Juré;Juré;Juré;,,
Concours d'avant-projets pour le collège de Pully,,,,,,Pully,,Suisse,1908,1908,,Pas d'indication des dates d'ouverture et de rendu dans le BTSR,"Borgeaud, J;Milliquet, Amédée;Bron, Eugène;Isoz, Francis;Bonnard, René","Juré;Juré, président;Assiste au jury;Juré;2e prix",,
"Concours pour des bâtiments universitaires à Zürich, jugement",,,,,,Zürich,,Zurich,1908,,,"Extrait du rapport du jury dans le BTSR 1908, p.82, 108 et 117. Trente-quatre projets parvenus en temps utile. 1er prix 8'000.-  2e prix 4'000.-  3e prix 3'000.-","Widmer, Friedrich &;Daxelhoffer, Marcel &;Bracher, Wilhelm &;Epitaux, Georges +;Austermayer, Joseph +;Moser, Karl;Curjel, Robert &",3e prix;Concurrent;3e prix;3e prix;3e prix;2e prix ex aequo;2e prix,,
"Concours pour la chapelle de Tell, à Lausanne",,Montbenon,,,,Lausanne,,Vaud,1908,1908,,"""Etude relative à l'utilisation du legs Osiris"". Pas d'indication d'ouverture et de date de rendu dans le BTSR.","David, C;Lugeon, Raphaël;Ruffy, Eugène;Jost, Eugène;Haemmerli, Gustave;van Muyden, Théophile;Schnetzler, André","Juré;Juré;Juré;3e prix ex aequo;Juré;Juré;Juré, président",,
Concours pour un bâtiment scolaire à Villars-sur-Glâne,,,,,,Villars-sur-Glâne,,Suisse,1908,2.1909,,"Pas d'indication d'ouverture, de programme et de date de rendu dans le BTSR. Au vu des devises, le rendu était probablement en février","Camoletti, Marc;Prince, Ernest;Meyer, Henri","Juré;Juré;Juré, président",,
"Concours pour un projet de bâtiment scolaire au Faubourg des Sablons, à Neuchâtel",,,,,,Neuchâtel,,Suisse,1908,3.1909,,"Dans le rapport du jury, il est indiqué ""H. Camoletti"", il doit pourtant s'agir de Marc Camoletti. Pas d'indication d'ouverture, de programme et de date de rendu dans le BTSR.","Camoletti, Marc;Broillet, Frédéric;Baudin, Henry",Juré;Juré;Juré,,
Concours pour une Ecole primaire à Chailly sur Clarens,,Sorzettaz,,,,Montreux (Châtelard),,Vaud,1908,27.01.1909,,"Pas d'indication d'ouverture, de programme et de date de rendu dans le BTSR. Au vu des devises, le rendu était probablement le 27 janvier.","Melley, Charles;Villard, Louis;Bron, Eugène;Emery, Alexandre;Maillard, Louis;Cochard, V",Juré;Juré;Assiste au jury;Juré;Juré;Secrétaire,,
"Concours (deuxième degré) pour la chapelle de Tell, à Lausanne, jugement",,,,,,Lausanne,,Suisse,1909,14.10.1909,,"Rapport du jury BTSR 1909 p.271. Concours également dénommé ""Etude pour l'utilisation du legs Osiris"". Même jury que lors du précédent concours. Cinq projets reçus, tous dans les délais. Prime de 500.- à Chessex/ Chamorel-Garnier. Indemnité de 300.- à chaque auteur. Epitaux a collaboré au deuxième tour avec le peintre Ernest Biéler","Chamorel-Garnier, Charles-Fr &;Biéler, Ernest;Chessex, Georges Charles Jean &;Epitaux, Georges",3e prix;Concurrent;3e prix;Juré,,
Concours pour un hôtel destiné destiné à la Caisse d'Epargne du canton de Genève,,"Corraterie 6, rue de la","Stand, rue du",,,Genève,,Genève,1909,31.12.1909,,"Pas d'indication d'ouverture, de programme, de date de rendu dans le BTSR.","Perrier, Louis;Brocher, Gustave;Fleutet, J;Jost, Eugène;Lachenal, Adrien","Juré;Juré;Juré;3e prix ex aequo;Juré, président",,
"Concours pour l'hôtel de la Banque populaire suisse, à Lausanne",,,,,,Lausanne,,Suisse,1910,25.05.1910,,Pas d'indication d'ouverture dans le BTSR. ,"Widmer, Friedrich;Rothen, A;Joos, Eduard;Ochsner, Ad;Hertling, Léon","Juré;Juré;Juré;Juré, président;Juré",,
"Concours pour la reconstruction du Bâtiment électoral, à Genève",,Rue du Général Dufour,Rue de la Plaine,Boulevard Georges Favon,,Genève,,Genève,1910,3.1911,,Pas d'indication d'ouverture dans le BTSR. Rendu probable en mars 1911,"Prince, Ernest;Perréard, J;Jost, Eugène;Charbonnet, Victor;Bovy, Léon","Juré;Juré;3e prix ex aequo;Juré, président;Suppléant",,
"Concours pour le groupe scolaire primaire du quartier du Bourg, à Fribourg",,,,,,Fribourg,,Suisse,1910,1.1911,,Pas d'indication d'ouverture et de date de rendu dans le BTSR,"Joss, Walther;Buclin, L;Baudin, Henry;Weck, Ernest de;Schaller, Romain de;Jungo, Léon",Juré;Juré;Juré;Juré;Juré;Juré,,
"Concours pour le Musée des Beaux-Arts, à Bâle (Elisabethenschanze), jugement",,Elisabethenschanze,,,,Basel,,Bâle-Ville,1910,,,"Pas d'indication des résultats dans le BTSR. Une somme de 15'000.- était mise à disposition du jury pour les récompenses. Voir INSA, Basel p.145. Soixante-dix projets. Les résultats sont probablement les suivants (y at'il des ex aequi?): classés1er Rieder/Joss/Klauser;  classés 2e Widmer/Erlacher; classés 3e Holzer/Hanauer; classés 4e Bräm/Bräm; classés 5e Huber/Wertz/Wertz; mention Pfister/Pfister/Rittmeyer/Furrer/Bernoulli; mention Meier. La question du musée des beaux-arts va se poser à plusieurs reprises à Bâle pour trouver un autre emplacement que le musée de l'Augustinergasse 2, devenu exigu. Après l'Elisabethen- schanze, trois autres emplacements seront envisagés successivement au Münsterplatz, au Schützenmattpark et au St. Albangraben n° 16 (emplacement définitivement retenu).;Paul Bonatz, juré du concours de 1928-1929, sera l'auteur (avec R. Christ) du Kunst- museum commencé en 1932 et achevé en 1936.    ","Widmer, Alfred &;Bräm, Heinrich &;Wertz, K, coll. +;Wertz, F +;Erlacher, Emanuel &;Holzer, R +;Joss, Walther & +;Klauser, Hans & +;Hanauer, F. W +;Rieder, A +;Huber, P +;Bräm, Adolf;Bernoulli, Daniel Alfred +;Meier, W;Pfister, Werner & +;Pfister, Otto & +;Furrer &;Rittmeyer, Robert &",1er  prix;2e prix ex aequo;Primé;Primé;1er  prix;Primé;Primé;Primé;Primé;Primé;Primé;2e prix ex aequo;Mention honorable;Mention honorable;Mention honorable;Mention honorable;Achat;Achat,,
Concours pour un hôpital aux Cadolles,,,,,,Neuchâtel,,Suisse,1910,1910,,Pas d'indication d'ouverture et de date de rendu dans le BTSR,"Stoos;Girard;Chaudet, H;Baumgart, Ernst;Payot, P 2","Juré;Juré;Juré;Juré;Juré, président",,
"Concours pour un hôtel des postes et bâtiment communal, à Colombier, jugement",,,,,,Colombier,,Suisse,1910,,,"Pas de rapport du jury, d'indication du nombre de projets reçus ou de montant des prix dans le BTSR. Les trois projets lauréats ci-dessus sont reproduits BTSR 1910 p. 128,138,150.","Carbonnier +;Kunzi, Maurice +;Convert, Robert +;Prince, Ernest &;Béguin, Jean &;Bosset, Henri de &",2e prix;2e prix;Prix ex aequo;2e prix ex aequo;2e prix ex aequo;2e prix,,
